Determiner,Pronoun_Male,Pronoun_Female,Technical_Word,Relationship_And_Personal_Life,Preposition,Common_Word_Count,Gender
64,5,5,12,23,96,81,0
122,3,7,25,51,177,87,0
61,3,3,22,22,214,86,0
81,5,6,26,27,99,79,0
48,6,5,19,40,226,87,0
128,5,4,21,26,174,93,0
24,5,2,11,30,113,69,0
110,15,7,43,63,215,90,0
53,4,0,19,44,104,71,0
130,8,3,26,31,175,90,0
61,8,2,20,24,154,85,0
79,7,2,13,68,133,80,0
92,5,6,29,33,154,81,0
67,4,6,23,26,135,74,0
107,15,3,34,41,182,91,0
146,5,7,34,58,181,90,0
129,8,2,33,35,198,93,0
141,17,5,36,41,181,92,0
69,1,4,27,36,80,64,0
83,6,3,20,35,105,78,0
72,9,6,22,51,158,89,0
58,2,2,17,35,132,75,0
83,6,11,27,38,124,85,0
109,4,5,14,29,191,88,0
90,6,5,25,38,161,89,0
163,23,4,35,36,182,93,0
70,6,0,25,36,115,72,0
107,5,0,12,39,112,74,0
81,2,0,22,32,167,78,0
102,5,1,21,41,152,80,0
48,2,0,25,24,152,79,0
63,2,0,24,24,213,84,0
101,10,3,21,16,144,84,0
109,2,3,26,39,190,89,0
76,10,2,17,29,105,75,0
87,8,4,29,32,151,83,0
94,13,4,14,35,148,88,0
100,10,2,29,28,119,79,0
48,0,1,11,25,71,54,0
64,5,0,19,32,165,70,0
142,0,4,22,33,184,90,0
90,3,6,21,29,132,81,0
68,10,0,11,23,147,75,0
102,3,1,24,32,122,75,0
73,6,7,21,40,181,81,0
68,1,0,26,31,162,69,0
96,3,4,18,30,181,84,0
96,2,0,17,47,144,70,0
76,7,6,17,39,173,86,0
111,19,19,26,26,203,94,0
112,5,0,13,29,165,79,0
94,4,1,11,22,133,45,0
56,0,0,14,23,123,67,0
0,0,0,0,40,2,2,0
91,7,2,16,32,150,83,0
72,7,2,21,18,142,80,0
94,17,2,20,38,109,81,0
127,23,7,23,40,192,87,0
119,8,4,40,44,177,98,0
114,13,2,31,32,162,92,0
83,3,3,12,26,101,89,0
33,1,2,13,15,52,70,0
95,8,8,25,60,193,90,0
102,1,17,22,26,136,89,0
15,1,0,12,17,141,47,0
54,6,1,11,23,175,73,0
89,8,0,26,28,166,89,0
70,6,3,8,21,93,74,0
72,13,3,16,20,80,79,0
67,4,1,25,28,156,78,0
80,8,3,10,22,227,84,0
97,9,1,20,33,119,86,0
104,15,8,24,28,100,88,0
126,10,1,23,30,150,78,0
143,0,0,31,52,183,70,0
111,3,4,26,49,187,84,0
101,11,2,20,21,168,86,0
115,3,2,30,41,170,76,0
110,37,5,20,29,141,85,0
63,7,0,17,25,147,76,0
59,2,3,24,53,88,71,0
89,1,1,29,26,134,90,0
93,27,1,21,39,151,83,0
131,32,7,30,32,192,96,0
91,18,9,23,37,129,83,0
129,7,21,32,55,198,101,0
64,1,2,19,33,104,58,0
117,4,0,21,46,190,92,0
120,0,3,34,46,218,86,0
117,5,15,34,45,183,90,0
88,27,3,25,43,175,82,0
82,5,0,28,61,161,80,0
99,10,3,20,36,165,99,0
148,11,16,38,46,207,92,0
115,4,9,37,34,169,88,0
130,9,4,17,31,137,78,0
45,1,2,13,15,138,57,0
98,9,5,29,45,173,92,0
126,6,7,18,44,179,95,0
111,17,9,33,44,166,89,0
52,8,2,17,29,81,73,0
111,2,4,29,41,213,92,0
81,3,2,23,33,139,79,0
101,2,3,30,18,124,84,0
77,18,7,31,32,136,85,0
54,7,5,12,29,89,69,0
119,19,7,27,43,144,89,0
0,0,0,0,0,0,0,0
72,1,1,16,29,114,70,0
67,4,1,26,32,145,88,0
104,3,2,27,57,109,64,0
129,25,1,48,43,161,90,0
107,1,3,22,32,172,93,0
146,0,0,44,32,206,76,0
96,1,0,17,34,154,80,0
125,11,0,36,40,161,82,0
69,6,5,29,29,183,83,0
104,4,5,27,52,206,84,0
100,7,9,30,31,162,89,0
80,21,4,28,38,129,80,0
135,2,5,48,33,160,91,0
81,0,0,10,45,258,62,0
94,8,4,10,29,190,84,0
87,4,5,20,44,138,79,0
57,2,3,26,16,108,69,0
139,0,0,38,53,217,88,0
181,0,0,218,19,298,21,0
170,4,1,35,33,211,93,0
106,5,4,35,32,128,95,0
82,19,8,14,25,103,80,0
126,27,6,30,30,169,95,0
116,5,7,23,19,153,84,0
